OrderID,OrderDate,CompanyName,ContactName,EmployeeID,EmployeeName
10950,1998-03-16,Magazzini Alimentari Riuniti,Giovanni Rovelli,1,Nancy Davolio
10939,1998-03-10,Magazzini Alimentari Riuniti,Giovanni Rovelli,2,Andrew Fuller
10892,1998-02-17,Maison Dewey,Catherine Dewey,4,Margaret Peacock
10896,1998-02-19,Maison Dewey,Catherine Dewey,7,Robert King
11004,1998-04-07,Maison Dewey,Catherine Dewey,3,Janet Leverling
10978,1998-03-26,Maison Dewey,Catherine Dewey,9,Anne Dodsworth
10945,1998-03-12,Morgenstern Gesundkost,Alexander Feuer,4,Margaret Peacock
11057,1998-04-29,North/South,Simon Crowther,3,Janet Leverling
10986,1998-03-30,Océano Atlántico Ltda.,Yvonne Moncada,8,Laura Callahan
10958,1998-03-18,Océano Atlántico Ltda.,Yvonne Moncada,7,Robert King
10898,1998-02-20,Océano Atlántico Ltda.,Yvonne Moncada,4,Margaret Peacock
10855,1998-01-27,Old World Delicatessen,Rene Phillips,3,Janet Leverling
10965,1998-03-20,Old World Delicatessen,Rene Phillips,6,Michael Suyama
11034,1998-04-20,Old World Delicatessen,Rene Phillips,8,Laura Callahan
10999,1998-04-03,Ottilies Käseladen,Henriette Pfalzheim,6,Michael Suyama
11020,1998-04-14,Ottilies Käseladen,Henriette Pfalzheim,2,Andrew Fuller
10833,1998-01-15,Ottilies Käseladen,Henriette Pfalzheim,6,Michael Suyama
10995,1998-04-02,Pericles Comidas clásicas,Guillermo Fernández,1,Nancy Davolio
11073,1998-05-05,Pericles Comidas clásicas,Guillermo Fernández,2,Andrew Fuller
11053,1998-04-27,Piccolo und mehr,Georg Pipps,2,Andrew Fuller
10844,1998-01-21,Piccolo und mehr,Georg Pipps,8,Laura Callahan
11007,1998-04-08,Princesa Isabel Vinhos,Isabel de Castro,8,Laura Callahan
10989,1998-03-31,Que Delícia,Bernardo Batista,2,Andrew Fuller
10961,1998-03-19,Queen Cozinha,Lúcia Carvalho,8,Laura Callahan
11068,1998-05-04,Queen Cozinha,Lúcia Carvalho,8,Laura Callahan
10868,1998-02-04,Queen Cozinha,Lúcia Carvalho,7,Robert King
10913,1998-02-26,Queen Cozinha,Lúcia Carvalho,4,Margaret Peacock
10914,1998-02-27,Queen Cozinha,Lúcia Carvalho,6,Michael Suyama
10938,1998-03-10,QUICK-Stop,Horst Kloss,3,Janet Leverling
10878,1998-02-10,QUICK-Stop,Horst Kloss,4,Margaret Peacock
10865,1998-02-02,QUICK-Stop,Horst Kloss,2,Andrew Fuller
10845,1998-01-21,QUICK-Stop,Horst Kloss,8,Laura Callahan
10962,1998-03-19,QUICK-Stop,Horst Kloss,8,Laura Callahan
10991,1998-04-01,QUICK-Stop,Horst Kloss,1,Nancy Davolio
10996,1998-04-02,QUICK-Stop,Horst Kloss,4,Margaret Peacock
11021,1998-04-14,QUICK-Stop,Horst Kloss,3,Janet Leverling
11019,1998-04-13,Rancho grande,Sergio Gutiérrez,6,Michael Suyama
10828,1998-01-13,Rancho grande,Sergio Gutiérrez,9,Anne Dodsworth
10916,1998-02-27,Rancho grande,Sergio Gutiérrez,1,Nancy Davolio
10889,1998-02-16,Rattlesnake Canyon Grocery,Paula Wilson,9,Anne Dodsworth
10820,1998-01-07,Rattlesnake Canyon Grocery,Paula Wilson,3,Janet Leverling
10852,1998-01-26,Rattlesnake Canyon Grocery,Paula Wilson,8,Laura Callahan
11000,1998-04-06,Rattlesnake Canyon Grocery,Paula Wilson,2,Andrew Fuller
10988,1998-03-31,Rattlesnake Canyon Grocery,Paula Wilson,3,Janet Leverling
11077,1998-05-06,Rattlesnake Canyon Grocery,Paula Wilson,1,Nancy Davolio
11062,1998-04-30,Reggiani Caseifici,Maurizio Moroni,4,Margaret Peacock
11010,1998-04-09,Reggiani Caseifici,Maurizio Moroni,2,Andrew Fuller
10812,1998-01-02,Reggiani Caseifici,Maurizio Moroni,5,Steven Buchanan
10908,1998-02-26,Reggiani Caseifici,Maurizio Moroni,4,Margaret Peacock
10942,1998-03-11,Reggiani Caseifici,Maurizio Moroni,9,Anne Dodsworth
10813,1998-01-05,Ricardo Adocicados,Janete Limeira,1,Nancy Davolio
10851,1998-01-26,Ricardo Adocicados,Janete Limeira,5,Steven Buchanan
10877,1998-02-09,Ricardo Adocicados,Janete Limeira,1,Nancy Davolio
11059,1998-04-29,Ricardo Adocicados,Janete Limeira,2,Andrew Fuller
11033,1998-04-17,Richter Supermarkt,Michael Holz,7,Robert King
11075,1998-05-06,Richter Supermarkt,Michael Holz,8,Laura Callahan
10951,1998-03-16,Richter Supermarkt,Michael Holz,9,Anne Dodsworth
10931,1998-03-06,Richter Supermarkt,Michael Holz,4,Margaret Peacock
10917,1998-03-02,Romero y tomillo,Alejandra Camino,4,Margaret Peacock
11013,1998-04-09,Romero y tomillo,Alejandra Camino,2,Andrew Fuller
11015,1998-04-10,Santé Gourmet,Jonas Bergulfsen,2,Andrew Fuller
10909,1998-02-26,Santé Gourmet,Jonas Bergulfsen,1,Nancy Davolio
10831,1998-01-14,Santé Gourmet,Jonas Bergulfsen,3,Janet Leverling
10847,1998-01-22,Save-a-lot Markets,Jose Pavarotti,4,Margaret Peacock
10815,1998-01-05,Save-a-lot Markets,Jose Pavarotti,2,Andrew Fuller
10882,1998-02-11,Save-a-lot Markets,Jose Pavarotti,4,Margaret Peacock
10894,1998-02-18,Save-a-lot Markets,Jose Pavarotti,1,Nancy Davolio
10941,1998-03-11,Save-a-lot Markets,Jose Pavarotti,7,Robert King
11030,1998-04-17,Save-a-lot Markets,Jose Pavarotti,7,Robert King
11031,1998-04-17,Save-a-lot Markets,Jose Pavarotti,6,Michael Suyama
11002,1998-04-06,Save-a-lot Markets,Jose Pavarotti,4,Margaret Peacock
10983,1998-03-27,Save-a-lot Markets,Jose Pavarotti,2,Andrew Fuller
10984,1998-03-30,Save-a-lot Markets,Jose Pavarotti,1,Nancy Davolio
11064,1998-05-01,Save-a-lot Markets,Jose Pavarotti,1,Nancy Davolio
10869,1998-02-04,Seven Seas Imports,Hari Kumar,5,Steven Buchanan
11074,1998-05-06,Simons bistro,Jytte Petersen,7,Robert King
11043,1998-04-22,Spécialités du monde,Dominique Perrier,5,Steven Buchanan
10964,1998-03-20,Spécialités du monde,Dominique Perrier,3,Janet Leverling
10907,1998-02-25,Spécialités du monde,Dominique Perrier,6,Michael Suyama
10821,1998-01-08,Split Rail Beer & Ale,Art Braunschweiger,1,Nancy Davolio
10974,1998-03-25,Split Rail Beer & Ale,Art Braunschweiger,3,Janet Leverling
11038,1998-04-21,Suprêmes délices,Pascale Cartrain,1,Nancy Davolio
11035,1998-04-20,Suprêmes délices,Pascale Cartrain,2,Andrew Fuller
10846,1998-01-22,Suprêmes délices,Pascale Cartrain,2,Andrew Fuller
10841,1998-01-20,Suprêmes délices,Pascale Cartrain,5,Steven Buchanan
10885,1998-02-12,Suprêmes délices,Pascale Cartrain,6,Michael Suyama
10930,1998-03-06,Suprêmes délices,Pascale Cartrain,4,Margaret Peacock
10992,1998-04-01,The Big Cheese,Liz Nixon,1,Nancy Davolio
11003,1998-04-06,The Cracker Box,Liu Wong,3,Janet Leverling
10967,1998-03-23,Toms Spezialitäten,Karin Josephs,2,Andrew Fuller
11069,1998-05-04,Tortuga Restaurante,Miguel Angel Paolino,1,Nancy Davolio
10915,1998-02-27,Tortuga Restaurante,Miguel Angel Paolino,2,Andrew Fuller
10842,1998-01-20,Tortuga Restaurante,Miguel Angel Paolino,1,Nancy Davolio
10834,1998-01-15,Tradição Hipermercados,Anabela Domingues,1,Nancy Davolio
10830,1998-01-13,Tradição Hipermercados,Anabela Domingues,4,Margaret Peacock
10839,1998-01-19,Tradição Hipermercados,Anabela Domingues,3,Janet Leverling
10822,1998-01-08,Trail's Head Gourmet Provisioners,Helvetius Nagy,6,Michael Suyama
10921,1998-03-03,Vaffeljernet,Palle Ibsen,1,Nancy Davolio
10946,1998-03-12,Vaffeljernet,Palle Ibsen,1,Nancy Davolio
10994,1998-04-02,Vaffeljernet,Palle Ibsen,2,Andrew Fuller
10814,1998-01-05,Victuailles en stock,Mary Saveley,3,Janet Leverling
10843,1998-01-21,Victuailles en stock,Mary Saveley,4,Margaret Peacock
10850,1998-01-23,Victuailles en stock,Mary Saveley,1,Nancy Davolio
11025,1998-04-15,Wartian Herkku,Pirkko Koskitalo,6,Michael Suyama
10935,1998-03-09,Wellington Importadora,Paula Parente,4,Margaret Peacock
10905,1998-02-24,Wellington Importadora,Paula Parente,9,Anne Dodsworth
10900,1998-02-20,Wellington Importadora,Paula Parente,1,Nancy Davolio
10904,1998-02-24,White Clover Markets,Karl Jablonski,3,Janet Leverling
10861,1998-01-30,White Clover Markets,Karl Jablonski,4,Margaret Peacock
11032,1998-04-17,White Clover Markets,Karl Jablonski,2,Andrew Fuller
11066,1998-05-01,White Clover Markets,Karl Jablonski,7,Robert King
11005,1998-04-07,Wilman Kala,Matti Karttunen,2,Andrew Fuller
10879,1998-02-10,Wilman Kala,Matti Karttunen,3,Janet Leverling
10873,1998-02-06,Wilman Kala,Matti Karttunen,4,Margaret Peacock
10910,1998-02-26,Wilman Kala,Matti Karttunen,1,Nancy Davolio
10906,1998-02-25,Wolski  Zajazd,Zbyszek Piestrzeniewicz,4,Margaret Peacock
10870,1998-02-04,Wolski  Zajazd,Zbyszek Piestrzeniewicz,5,Steven Buchanan
10998,1998-04-03,Wolski  Zajazd,Zbyszek Piestrzeniewicz,8,Laura Callahan
11044,1998-04-23,Wolski  Zajazd,Zbyszek Piestrzeniewicz,4,Margaret Peacock
